#Acq. time (s)=	30
#Accumulations=	2
#Range (cm-¹)=	100...4000
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#Macrospot=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	2
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Standard
#ICS correction=	On
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic
#Detector ADC=	50 kHz HS
#Detector temperature (°C)=	-60.09
#Instrument=	LabRAM HR Evol
#Detector=	SIN-EM FIVIS
#Objective=	x100_VIS
#Grating=	150 (500nm)
#ND Filter=	10%
#Laser=	532nm_Edge
#Hole=	30.0125
#Temperature=	0
#Range=	Visible
#StageXY=	75x50mm Scan+
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	69.3
#Full time(mm:ss)=	1:05
#Project=	21_02_17
#Sample=	BU19w
#Site=	
#Title=	BU19w-Ore3-core_150 (500nm)_532nm_Edge_10%_x100_VIS_H30um_30sX2
#Remark=	
#Date=	17.02.2021 10:42
#Acquired=	17.02.2021 10:42:27
104.068	1755.84
108.69	1765.71
113.309	1775.31
117.926	1794.84
122.541	1808.96
127.152	1828.95
131.762	1856.87
136.37	1887.77
140.976	1953.13
145.577	2017.47
150.179	1856.06
154.778	1727.56
159.374	1638.12
163.967	1584.49
168.559	1563.23
173.149	1565.88
177.736	1588.67
182.32	1628.96
186.903	1681.08
191.484	1745.65
196.062	1813.55
200.637	1884.8
205.211	1955.4
209.783	2024.15
214.35	2087.37
218.918	2144.73
223.483	2215.63
228.043	2249.27
232.604	2234.66
237.162	2264.93
241.719	2312.74
246.271	2364.86
250.822	2338.52
255.37	2284.53
259.917	2232.78
264.462	2178.8
269.002	2123.63
273.543	2077.27
278.081	2036.24
282.615	1994.62
287.149	1958.06
291.681	1924.59
296.208	1896.92
300.735	1873.32
305.258	1854.43
309.781	1839.84
314.302	1830.55
318.818	1821.56
323.334	1815.62
327.846	1813.34
332.358	1814.41
336.867	1818.59
341.373	1826.24
345.878	1836.62
350.379	1853.69
354.879	1873.19
359.376	1890.38
363.872	1913
368.366	1936
372.856	1961.57
377.346	1990.05
381.832	2020.21
386.317	2059.19
390.798	2104.18
395.279	2163.4
399.756	2237.12
404.233	2337.66
408.705	2458.64
413.177	2621.55
417.645	2816.51
422.113	3038.18
426.577	3210.33
431.041	3461.88
435.5	3667.59
439.959	3768.04
444.415	3802.04
448.87	3765.27
453.32	3647.76
457.771	3367.6
462.217	3054.3
466.662	2745.55
471.106	2514.4
475.546	2327.54
479.986	2157.28
484.421	2030.59
488.857	1934.91
493.288	1853.63
497.717	1790.55
502.146	1741.13
506.571	1704.91
510.996	1670.74
515.417	1650.67
519.835	1619.94
524.254	1606.73
528.668	1596.1
