Facies,Sample,Area,Comment,Mineral,Texture,Ta2O5,Nb2O5,SnO2,TiO2,Al2O3,FeO,MnO,CaO,MgO,Total_mol
Albitized,BU24,Ore1,BU24-coltan1.2 ,CGM,core,5.078369987894684,47.014001366987486,0.0776549936853392,1.0833352860758056,0.017080354667651773,29.046687521694015,17.6828244964003,4.599259473044072e-05,0.0,100.00000000000001
Albitized,BU24,Ore2,BU24-coltan2.1 ,CGM,rim,6.55595155138461,44.63497284864202,0.13826856868508897,1.9464546193769785,0.07055681169546942,29.78883988764914,16.864908917082932,4.6795483765094466e-05,0.0,100.00000000000001
Albitized,BU24,Ore2,BU24-coltan2.2 ,CGM,core,6.263507091415374,45.37956893174916,0.12919692019456874,1.9584230746761189,0.023738250046056935,35.66862696503735,10.57689244772499,4.631915637695147e-05,0.0,100.0
Albitized,BU24,Ore2,BU24-coltan2.3 ,CGM,core,7.198914926747634,44.46854945288335,0.17585321948359636,1.8648141363841262,0.0,33.32144035624699,12.970381245039428,4.6663214866594186e-05,0.0,100.0
Albitized,BU24,Ore3,BU24-coltan3.1 ,CGM,core,6.016791017158226,44.481218418349464,0.08817580694416911,1.2737334210163673,0.5413389332759284,37.4108739851947,10.187820594123979,4.782393718515881e-05,0.0,100.00000000000001
Albitized,BU24,Ore3,BU24-coltan3.2 ,CGM,rim,23.46160853350759,28.48107730640532,0.046086936139791056,1.2626116929930924,0.0,36.03201253440005,10.716548185643559,5.4810910595160045e-05,0.0,100.00000000000001
Albitized,BU24,Ore3,BU24-coltan3.3 ,CGM,rim,14.246104862647757,36.60285219016584,0.21439837544087512,2.6353480932728104,0.0,38.630048831011436,7.671197575942595,5.007151868219059e-05,0.0,100.0
Albitized,BU24,Ore3,BU24-coltan3.4 ,CGM,core,6.731293757783835,45.18090812489095,0.0901682814989314,1.135111384191995,0.0,34.94271358201906,11.919758187955273,4.6681659979698295e-05,0.0,100.00000000000001
Albitized,BU24,Ore3,BU24-coltan3.5 ,CGM,core,6.828862135936372,45.192666241520975,0.08599629421018258,1.1528762449502639,0.0,31.699442863226206,15.040109578321761,4.664183425129598e-05,0.0,100.0
Albitized,BU24,Ore3,BU24-coltan3.6 ,CGM,rim,15.452866323576936,36.87103886011494,0.0859004692952115,1.4565437129156242,0.0,37.02049994113097,9.113100120273533,5.057269278175295e-05,0.0,100.0
Albitized,BU24,Ore4,BU24-Ore4.1,CGM,rim,9.576516269798747,43.121312782887905,0.056537023724952305,0.8564945162133719,0.0,35.69157062524547,10.697489711964577,0.0,7.907016498405573e-05,100.0
Albitized,BU24,Ore4,BU24-Ore4.2,CGM,core,5.2480591407750365,45.93991213394258,0.2339206648942393,1.9475034131108955,0.0,32.62246617874007,14.0080630396139,0.0,7.542892328122918e-05,100.0
Albitized,BU24,Ore4,BU24-Ore4.3,CGM,core,3.672510675067389,48.111772416566886,0.10639393067459024,1.248711523777391,0.0,37.35244846768337,9.433693823427628,0.07439441623677295,7.474656595860594e-05,99.99999999999997
Albitized,BU24,Ore4,BU24-Ore4.4,CGM,rim,7.882567257154352,44.64318083396931,0.037476726082336105,0.6581759618251204,0.0,33.52995376666264,13.062611372864863,0.1859558255015461,7.825593983844119e-05,100.00000000000003
Albitized,BU24,Ore4,BU24-Ore4.5,CGM,core,4.775464359568503,46.60328425975213,0.226582709639285,1.873179981045152,0.0,35.5977705013685,10.840403326756318,0.08323911865166875,7.574321845606515e-05,100.00000000000001
Albitized,BU24,Ore4,BU24-Ore4.6,CGM,rim,7.620343173545971,44.89146757279247,0.05751212508528778,0.7290361230291587,0.0,37.04678702648823,9.641590996556229,0.013185434125798442,7.754837683113065e-05,99.99999999999999
Albitized,BU24,Ore4,BU24-Ore4.7,CGM,core,5.1481561952179895,45.75294848871471,0.2229094529518776,2.034034940253314,0.0,37.73381612575444,9.0591273640826,0.048931309781825805,7.612324324409302e-05,99.99999999999999
